,ID,Label,snr,amplitude,peak_frequency,central_freq,duration,bandwidth,chisq,chisq_dof,GPStime,channel,Air_Compressor,Blip,Chirp,Extremely_Loud,Helix,Koi_Fish,Light_Modulation,Low_Frequency_Burst,Low_Frequency_Lines,None_of_the_Above,No_Glitch,Paired_Doves,Power_Line,Repeating_Blips,Scattered_Light,Scratchy,Tomte,Violin_Mode,Wandering_Line,Whistle
9890,mRklshQNsp,No_Glitch,8.18027,1.17521e-20,16.52205,3131.97014,0.69531,6234.96908,0.0,0.0,1132799770.91,H1:GDS-CALIB_STRAIN,1.77152796823e-05,0.000116758725198,1.94396998268e-05,3.08757335006e-05,0.00124811776914,5.17094376846e-05,0.000698952411767,0.114766307175,0.0388817004859,0.00621275650337,0.830298185349,0.00035035907058,6.06356752542e-06,1.26705899675e-05,0.00280718877912,0.000221028443775,0.000696167699061,0.000116393413919,7.69491016399e-05,0.00337063614279
9891,g9K1TTqr2E,No_Glitch,7.88881,1.71626e-20,14.99229,3463.07591,2.5,6897.49274,0.0,0.0,1131715859.75,H1:GDS-CALIB_STRAIN,5.83664659644e-05,1.75423483597e-05,1.94977633328e-06,4.5933434194e-06,2.83787248918e-05,1.1733154679e-06,1.04566897789e-05,0.000989059335552,0.163654357195,0.000215839318116,0.829960048199,3.76604366465e-05,4.06211947848e-05,1.00861188912e-06,7.9905417806e-05,0.000103761514765,9.27035307541e-06,0.000498281617183,3.41340637533e-05,0.0042536156252
9892,pr6r5pMA73,No_Glitch,11.06016,8.7343e-23,77.68961,362.90392,1.125,577.26465,0.0,0.0,1130178407.72,H1:GDS-CALIB_STRAIN,3.67595657735e-06,1.59358933161e-05,5.57320390726e-06,2.90358684651e-06,4.12253757531e-06,6.70989493301e-07,4.54373719094e-07,2.5482052024e-07,0.000549201155081,0.00020564555598,0.829212129116,3.1304462027e-06,0.13843794167,3.88836997445e-05,5.98001065555e-07,0.0267840642482,1.2153178659e-06,0.000506136042532,5.62898931094e-05,0.00417114701122
9893,Pg9B1AlRqU,No_Glitch,7.52782,7.44346e-20,10.17877,10.43578,1.5,1.06341,0.0,0.0,1130518956.38,H1:GDS-CALIB_STRAIN,3.69808549294e-05,2.72585057246e-05,9.67060827861e-07,2.50331299867e-06,6.62052343614e-07,5.1834263104e-07,2.9247078146e-06,3.41909690178e-05,0.164771661162,5.14552302775e-05,0.827619254589,4.52738004242e-06,0.0028543130029,4.96920392834e-07,5.62480272492e-05,1.30495081976e-05,2.9927491596e-06,0.000757398142014,0.000136956645292,0.00362563482486
9894,26UfQylAJ0,No_Glitch,7.8428,7.57658e-23,53.22445,54.35695,1.125,4.83553,0.0,0.0,1133994966.81,H1:GDS-CALIB_STRAIN,0.0127916876227,0.000129142863443,3.61765996786e-05,0.000181156632607,2.66288443527e-05,1.22668679978e-05,5.58753854421e-05,9.99693293124e-05,0.0417026393116,0.00287942960858,0.827297449112,0.00110631424468,0.0345723666251,1.19416481539e-05,0.00767170125619,0.000136509013828,0.000125391539768,0.0667674392462,0.00279184919782,0.00160406832583
9895,8Hs0YB1DPl,No_Glitch,8.18319,5.08824e-22,2025.31024,1991.09223,0.02149,257.4896,0.0,0.0,1129753527.53,H1:GDS-CALIB_STRAIN,1.46212350955e-05,5.91569914832e-06,2.65167113866e-06,4.59692546428e-06,0.000240605339059,1.03502998172e-06,1.2812467503e-05,0.000740554183722,0.145613983274,0.000709826766979,0.827139377594,3.24023931171e-05,6.18672356723e-06,2.48404694503e-06,0.00012375737424,0.000355973024853,1.48156250361e-05,0.00114322511945,6.0656650021e-05,0.0237745307386
9896,LbOgBC1hXi,No_Glitch,9.1543,1.30739e-19,10.17877,3795.48914,4.0,7575.75429,0.0,0.0,1130600106.88,H1:GDS-CALIB_STRAIN,2.0554933144e-05,0.000181108945981,8.61926218931e-06,1.00106080936e-05,0.000110208675324,1.79208188911e-06,4.56437956018e-05,0.000696613977198,0.142693281174,0.000235502957366,0.827055990696,5.49044489162e-05,1.80877377716e-05,1.04802666101e-05,0.00010938908963,5.72098688281e-05,3.48650282831e-05,0.00834249611944,0.000579319836106,0.0197339002043
9897,jXWgL0PZ2f,No_Glitch,9.55448,7.36812e-22,1996.20047,2412.47419,0.01563,1318.14013,0.0,0.0,1129752533.67,H1:GDS-CALIB_STRAIN,2.80852564174e-05,5.82957145525e-05,1.47274085975e-05,1.70844996319e-05,0.000134854242788,6.15053704678e-06,5.5446238548e-05,0.00170686806086,0.087079115212,0.000480171787785,0.824883103371,8.38646083139e-05,1.07478726932e-05,1.08625208668e-05,0.00013133007451,9.03227191884e-05,6.05009954597e-05,0.0078970817849,0.00146576296538,0.0757856294513
9898,4dKmI2DPZ0,No_Glitch,9.01019,3.44154e-22,29.06086,1392.77388,1.5,2729.45178,0.0,0.0,1132813699.88,H1:GDS-CALIB_STRAIN,0.0209463052452,4.04210550187e-05,1.427551706e-05,3.95504648623e-05,0.000641036953311,3.91371168007e-06,2.54110782407e-05,0.000255667342572,0.0257420949638,0.004692745395,0.824857831001,0.000800584326498,0.000158185575856,1.1333479506e-06,0.104383781552,2.44758921326e-05,0.000266675982857,0.0160592701286,8.31209836178e-05,0.000963529979344
9899,QdX0FYSR7E,No_Glitch,10.08155,5.84299e-23,157.88285,3131.22556,33.0,6251.06274,0.0,0.0,1137027638.89,H1:GDS-CALIB_STRAIN,1.03291577034e-05,8.45561498863e-06,1.16996698125e-05,1.13606320156e-05,0.0011946382001,2.37600283981e-06,3.15030083584e-05,0.00033370096935,0.0108138555661,0.00767305120826,0.823926746845,1.86788402061e-05,6.11187942923e-06,1.28087831399e-05,4.73844775115e-05,0.149823322892,1.60754079843e-05,0.000128541520098,1.60380586749e-05,0.00591332186013
9900,aCStdR2MlZ,No_Glitch,7.73385,8.24577e-22,58.3549,90.59655,1.8125,88.4601,0.0,0.0,1128116556.22,H1:GDS-CALIB_STRAIN,0.000104431113868,4.38721417595e-06,9.06397690414e-06,5.12830993102e-05,0.000749170139898,4.81428742205e-06,1.73037869899e-06,6.3533930188e-06,0.0245702248067,0.0123711908236,0.82324051857,6.20331484242e-05,0.0651545897126,1.16787487059e-05,0.00199126475491,0.0714415460825,1.41236341733e-05,0.000163664080901,5.23077596881e-06,4.27337981819e-05
9901,jrMGhHgjL4,No_Glitch,11.92957,4.61795e-21,17.60658,2553.61797,5.0,5088.71441,0.0,0.0,1134912464.25,H1:GDS-CALIB_STRAIN,2.43361682806e-05,4.03516096412e-05,2.39582186623e-06,2.60603997049e-06,5.2990903896e-06,6.83906591803e-07,4.5469696488e-06,4.37149174104e-05,0.173503056169,6.76907875459e-05,0.822842478752,1.43365286931e-05,0.00223193294369,1.13783573852e-06,4.03218364227e-05,4.06806211686e-05,9.37529966905e-06,0.000330314098392,6.80763623677e-05,0.000726677186321
9902,ub2Gw1DYNV,No_Glitch,7.86058,2.46675e-20,15.27849,10.21324,1.5,10.51278,0.0,0.0,1132999780.25,H1:GDS-CALIB_STRAIN,3.80524106731e-05,7.77790774009e-06,7.53885842641e-06,8.51613549457e-06,1.54258050316e-05,4.4492435336e-07,5.55879232707e-05,0.000336533179507,0.160762473941,0.00420108810067,0.822686553001,1.80705756065e-05,0.000191165992874,2.0441163997e-06,0.000445304991445,0.00425334833562,2.80950484921e-06,0.000841818575282,7.74586733314e-05,0.00604798318818
9903,1pdrKPiW22,No_Glitch,7.52008,4.54827e-23,135.14003,141.39178,0.09375,48.37639,0.0,0.0,1128876224.7,H1:GDS-CALIB_STRAIN,5.1902056839e-06,0.0096767200157,0.000176556190127,5.04136187374e-05,0.000915604294278,1.95165685e-05,0.000261710199993,0.00358655001037,0.0479579046369,0.00594031205401,0.821962058544,3.81471072615e-05,0.000108046719106,0.000511299294885,2.28246462939e-05,0.0477111339569,0.000207417950151,0.00291984318756,0.00102336099371,0.0569053590298
9904,w0NeTxugDD,No_Glitch,8.22437,7.45102e-22,23.82738,276.9001,3.0,510.4007,0.0,0.0,1129974055.12,H1:GDS-CALIB_STRAIN,7.76390550072e-07,8.21748642466e-07,2.90035188755e-07,5.73635816181e-07,8.3522645582e-06,1.16101119829e-07,5.11627740707e-06,0.000161820178619,0.174213573337,7.54155917093e-05,0.82167673111,3.12350539389e-06,3.10233872369e-06,3.9527719764e-08,0.000259619060671,1.43758143167e-05,1.44657360579e-06,1.88159083336e-05,2.90226512334e-06,0.00355298258364
9905,gyHSamepVK,No_Glitch,7.58478,1.75409e-20,15.51265,361.0554,0.46582,698.73211,0.0,0.0,1137082073.78,H1:GDS-CALIB_STRAIN,3.54200892616e-05,0.00040755115333,2.22378639592e-05,1.41300843097e-05,0.00119165657088,6.58502976876e-05,0.000410016946262,0.160818576813,0.0104076853022,0.00354765122756,0.821382522583,0.000346592452843,8.31395955174e-05,1.65542805917e-05,0.000424955738708,9.7722208011e-05,0.000436900940258,5.00418755109e-05,7.37291065889e-06,0.000233454455156
9906,vDTjP4QSoH,No_Glitch,7.88007,1.55736e-20,14.99229,3204.06637,5.5,6385.05432,0.0,0.0,1136560921.25,H1:GDS-CALIB_STRAIN,0.000342425570125,0.000113207643153,0.000151815576828,8.57035192894e-05,0.00769692007452,8.29667842481e-05,0.00200181966648,0.111268982291,0.0275788363069,0.00468731531873,0.821294128895,0.0113363554701,0.000236627092818,5.08389020979e-05,0.00279769627377,0.000351003254764,0.000409232190577,0.00525752548128,2.59117477981e-05,0.00423066224903
9907,QyMJdNTGTm,No_Glitch,8.06829,5.8062e-23,77.5433,941.43115,0.32568,1737.492,0.0,0.0,1136595395.48,H1:GDS-CALIB_STRAIN,7.46829027776e-05,4.43408825959e-05,1.01202340375e-05,1.1772705875e-05,3.37851124641e-05,2.21022514779e-06,1.91457620531e-05,5.56196901016e-05,0.131584912539,0.000358201476047,0.821225404739,7.9203498899e-05,0.0321223624051,1.50017067426e-05,0.000127934239572,0.000545837683603,1.44920322782e-05,0.00862336624414,0.000226307092817,0.00482529541478
9908,v0uQDT9Ips,No_Glitch,9.31846,8.80776e-22,21.12766,759.15398,1.5,1478.21234,0.0,0.0,1133297401.94,H1:GDS-CALIB_STRAIN,0.000448024424259,0.000146520775161,4.09976710216e-05,3.81605677831e-05,0.00026638476993,1.01117948361e-05,0.000102050922578,0.000535706989467,0.166661784053,0.00144627655391,0.820707261562,0.000323409447446,0.00143913854845,6.73798240314e-06,0.00508852954954,0.000216243817704,0.000261387671344,0.00126269250177,0.000271681230515,0.000726924976334
9909,dOm6PfMpD9,No_Glitch,7.82822,1.57346e-21,18.45892,3984.32103,2.0,7932.32343,0.0,0.0,1136881432.62,H1:GDS-CALIB_STRAIN,7.02246979927e-05,0.000296290992992,1.77593956323e-05,1.33678468046e-05,0.000198318011826,8.64395406097e-06,7.34115528758e-05,0.000999174197204,0.142337352037,0.0018050923245,0.820012331009,3.37485907949e-05,9.62955018622e-05,4.94272262586e-06,0.00174525601324,1.38017257996e-05,0.000328997994075,0.00573749328032,0.0022390272934,0.0239684544504
9910,vi5yxyTkQT,No_Glitch,7.76989,1.07418e-20,2025.31024,1927.98089,0.0332,383.71229,0.0,0.0,1129793281.85,H1:GDS-CALIB_STRAIN,4.28837156505e-05,6.19930915491e-06,3.75522972718e-06,9.06029799808e-06,4.53508982901e-05,1.60868160037e-06,1.75932163984e-05,0.000632135372143,0.172123789787,0.0021201192867,0.819309651852,3.61038946721e-05,5.67052265978e-05,1.29481804834e-06,0.000553108635359,0.000318541628076,2.4198589017e-05,0.000428108614869,0.000180825139978,0.00408897176385
9911,Y1t0pIwoJH,No_Glitch,8.12082,1.7216e-22,293.82318,1928.37132,0.92774,3476.79894,0.0,0.0,1130601212.64,H1:GDS-CALIB_STRAIN,2.81819357042e-05,9.05582055566e-05,9.54395454755e-06,2.15469367504e-06,2.45301143877e-05,9.49498939917e-07,1.64076463989e-05,9.56263611442e-05,0.17011782527,0.000118853204185,0.819109022617,2.14262963709e-05,0.000404916034313,5.32576723344e-06,0.000652509566862,0.000258006097283,4.04704269386e-06,0.000234269085922,7.96432068455e-05,0.00872622057796
9912,xVacic0EVf,No_Glitch,8.94432,6.42469e-20,10.54791,2273.35419,2.0,4534.42318,0.0,0.0,1136494318.62,H1:GDS-CALIB_STRAIN,9.76552928478e-06,5.45870625501e-06,3.13350551551e-06,5.07081404066e-06,4.10816865042e-05,1.72012028088e-06,3.35324875778e-05,0.0024874091614,0.173110455275,0.000158284718054,0.819021224976,2.42963542405e-05,5.53563359063e-06,6.183575465e-07,0.000139803058119,2.01009534067e-05,1.365265598e-05,0.00021173042478,7.94801962911e-05,0.00462762871757
9913,5HOGNrmIEJ,No_Glitch,8.96475,5.32656e-23,107.14624,2672.05681,4.67188,5244.83608,0.0,0.0,1134435463.41,H1:GDS-CALIB_STRAIN,2.86987915388e-06,7.07578863057e-07,3.91318593529e-07,2.0637930902e-06,6.09117523709e-06,5.94006017707e-08,1.52021166286e-05,6.36313270661e-05,0.178385287523,0.000126037964947,0.818360388279,1.74320473434e-06,1.75298066551e-06,9.36615407454e-08,0.00103074545041,1.26259628814e-05,1.11585632112e-06,0.00162708631251,1.57783761097e-05,0.00034635499469
9914,mZJ9d4ZYQi,No_Glitch,7.64843,3.54908e-22,29.06086,1457.7437,1.0,2858.18419,0.0,0.0,1136038153.38,H1:GDS-CALIB_STRAIN,0.0003405099269,4.00509234169e-05,1.14279309855e-05,1.15880520752e-05,0.000555181934033,3.42445150636e-06,2.80326457869e-05,0.000717838003766,0.170567199588,0.000761548639275,0.818111717701,0.000111977875349,8.07775722933e-05,1.08029053081e-06,0.00454157916829,3.13473537972e-05,8.19936976768e-05,0.000776303757448,6.13695228822e-05,0.00316502898932
9915,7kckuE3DVt,No_Glitch,10.63635,8.05993e-20,10.54791,3128.33022,2.5,6242.24891,0.0,0.0,1136717615.88,H1:GDS-CALIB_STRAIN,7.09647138137e-05,1.17851732284e-05,6.34661091681e-06,7.90244757809e-06,3.12282718369e-05,1.42540568504e-06,1.35603577291e-05,9.20256716199e-05,0.169947549701,0.000417543255026,0.818024396896,1.42070666698e-05,0.00185300398152,4.27727991337e-06,0.000189906539163,0.00011674434063,5.26401481693e-06,0.00368777150288,0.000269566633506,0.00523453159258
9916,HkGaCAbsnm,No_Glitch,7.61658,8.19799e-23,48.34383,48.35523,0.5,2.09983,0.0,0.0,1126655026.16,H1:GDS-CALIB_STRAIN,0.000137814015034,7.86861278357e-07,1.60537445026e-06,7.96026870375e-06,7.90950707596e-06,4.38772786993e-07,8.17128966446e-06,2.83877998299e-05,0.176800429821,0.000241241083131,0.817831158638,9.92863806459e-06,0.000396047194954,2.32022387081e-07,0.000784369418398,4.94010091643e-05,1.91806793737e-06,0.00154955626931,0.000112223686301,0.00203041452914
9917,nu21QzECrc,No_Glitch,7.50655,6.55548e-22,1996.20047,2003.0951,0.02149,114.25059,0.0,0.0,1129753724.71,H1:GDS-CALIB_STRAIN,0.000633971183561,3.16564000968e-05,2.38623488258e-05,5.13285594934e-05,7.13388726581e-05,8.38077812659e-06,3.734947677e-05,0.000800281297415,0.116388954222,0.00392933562398,0.817789614201,0.000195888293092,0.00125744123943,2.08184901567e-05,0.000483881711261,0.000776234199293,5.4440322856e-05,0.019805315882,0.00533623900265,0.0323036834598
9918,S3CRWin5Rp,No_Glitch,7.50771,6.55953e-20,997.8428,1517.41873,0.10303,1071.99486,0.0,0.0,1130053225.57,H1:GDS-CALIB_STRAIN,0.000396374322008,2.28480826081e-06,2.53417783824e-06,7.22358799976e-06,0.000399500655476,1.15350667329e-06,1.30569460453e-05,0.000993394991383,0.15688380599,0.00159911543597,0.817757666111,7.86051095929e-05,2.08167534765e-06,1.88077933672e-07,0.0146273905411,4.52677122667e-05,3.98905212933e-05,0.000717082293704,1.97541139642e-05,0.00641365721822
9919,1wqyQxMUIe,No_Glitch,8.64533,5.44777e-20,13.67508,15.00897,2.0,6.93952,0.0,0.0,1132997713.22,H1:GDS-CALIB_STRAIN,7.37882219255e-05,6.46914049867e-05,3.40123260685e-05,3.20344661304e-05,0.000506774464156,2.20484616875e-05,0.000486189470394,0.0228409860283,0.149813503027,0.00184794981033,0.817072093487,0.000335697492119,0.000579526764341,2.64984792011e-05,0.000263648194959,0.000359878235031,0.000116995972348,0.00216583488509,0.000197545305127,0.00316028180532
9920,WQXVum5mQe,No_Glitch,10.58907,7.30785e-23,96.56232,116.44861,1.8125,102.88358,0.0,0.0,1134825991.84,H1:GDS-CALIB_STRAIN,6.19839702267e-05,2.60251053987e-05,1.88209705811e-05,1.06037405203e-05,0.00371070578694,4.7670805543e-06,1.52895609062e-06,1.13365795187e-05,0.00412548985332,0.0160353630781,0.81697678566,2.80863096123e-05,0.000734305009246,1.30367061502e-05,0.000638095720205,0.15595073998,3.91866742575e-05,8.17173859105e-05,8.58135808812e-06,0.00152282463387
9921,PDRD5VDlq2,No_Glitch,9.44229,7.49539e-20,10.73747,10.3141,2.0,8.343,0.0,0.0,1137051068.38,H1:GDS-CALIB_STRAIN,1.67996313394e-05,2.33086007029e-06,2.42664827965e-06,5.09099345436e-06,2.88816099783e-05,3.42884231941e-06,6.01045030635e-05,0.0336024463177,0.144455909729,0.000181383584277,0.816700458527,5.14463463333e-05,5.89450337429e-06,6.08521474987e-07,2.24238410738e-05,3.01222189591e-05,7.10873837306e-06,0.00013410570682,2.89896433969e-05,0.00466002663597
9922,ddPp64lfTr,No_Glitch,8.11773,3.20719e-20,14.573,3944.45763,2.0,7862.41372,0.0,0.0,1130330143.75,H1:GDS-CALIB_STRAIN,6.8035978984e-06,1.28768181185e-06,7.61478304412e-07,4.1674725253e-06,2.43949634751e-05,1.82963177053e-07,4.88098703499e-05,0.000628739944659,0.181437715888,8.43247908051e-05,0.816517949104,1.27357661768e-05,4.99605721416e-06,2.38561170818e-07,0.000130847518449,4.70831910206e-05,2.11649671655e-06,0.00061310629826,2.7516103728e-05,0.000406237581046
9923,TpK1a3ejGa,No_Glitch,9.04723,9.18844e-20,10.62718,3294.12222,5.5,6573.02046,0.0,0.0,1136556439.44,H1:GDS-CALIB_STRAIN,1.01035516309e-06,3.05598814521e-06,1.94658787223e-06,3.89102069676e-06,0.000104288781586,3.82010921385e-06,9.31762479013e-05,0.0821601524949,0.0220090132207,0.000375791540137,0.816141664982,4.13742418459e-05,7.36192589557e-07,7.37815116736e-06,1.07270107037e-05,0.000468538171845,5.49526248506e-06,0.000540336885024,4.35758920503e-05,0.0779840573668
9924,1vSHA37tbV,No_Glitch,7.76395,5.73057e-22,1996.20047,2032.90342,0.01953,173.86723,0.0,0.0,1129751169.27,H1:GDS-CALIB_STRAIN,3.73955735995e-05,6.84641372573e-06,7.62519402997e-06,1.71926894836e-05,0.000441060197772,3.14546196023e-06,5.0784645282e-05,0.00218202825636,0.143313094974,0.000501960050315,0.815868139267,3.82518774131e-05,8.00766611064e-06,4.40974145022e-06,0.000378624972655,0.000308194430545,2.01334805752e-05,0.00597254605964,0.0002110817004,0.0306294951588
9925,SdBcUIKsya,No_Glitch,7.88927,4.88739e-23,135.717,129.80547,0.8125,129.59731,0.0,0.0,1134479631.59,H1:GDS-CALIB_STRAIN,0.000165743098478,0.000673295522574,0.000147409067722,5.3626481531e-05,0.000325706176227,2.08901310543e-05,1.74992910615e-05,8.06708121672e-05,0.00282156676985,0.00990397948772,0.814758419991,0.000136442176881,0.02164619416,0.00067991745891,1.93025862245e-05,0.12284873426,0.000120011878607,0.00345489382744,0.00103029201273,0.0210954044014
9926,jtFEfcwmmm,No_Glitch,8.46907,1.02383e-22,874.12597,927.82162,0.46094,257.29992,0.0,0.0,1133598521.93,H1:GDS-CALIB_STRAIN,1.24538314594e-06,1.0359128737e-06,1.78529739969e-06,2.7066128041e-06,1.01527357401e-05,4.61190552414e-07,4.60301862404e-06,0.000296232727123,0.0140465516597,0.000126285565784,0.814530968666,3.3846115457e-06,1.53975161084e-05,2.67463587988e-06,2.15999148168e-06,0.000601149222348,7.96293761596e-07,0.00269955350086,0.00333671923727,0.164316147566
9927,cMtfsvECVT,No_Glitch,8.50388,8.23706e-20,10.77141,2829.08724,3.5,5642.9505,0.0,0.0,1130965804.44,H1:GDS-CALIB_STRAIN,6.01946067036e-06,1.55846555572e-05,2.74246008303e-06,6.21519620836e-06,0.000326497742208,6.91272134645e-06,0.000100343677332,0.0446146130562,0.136604174972,0.000243390139076,0.813200235367,2.44237999141e-05,8.79168783285e-06,2.58808609033e-06,0.000537329236977,2.66048391495e-05,2.96688322123e-05,7.44309727452e-05,1.38953737405e-05,0.00415550218895
9928,actr9rtNXI,No_Glitch,8.10744,1.41989e-20,15.33247,3115.90729,2.01904,6203.5886,0.0,0.0,1136960538.62,H1:GDS-CALIB_STRAIN,1.17929596399e-06,3.13194345836e-06,2.41632591269e-07,1.48034553149e-06,6.67505617002e-07,1.39156668411e-07,3.68632163372e-06,0.000363156985259,0.184216409922,5.96827121626e-05,0.811494529247,2.68876283371e-06,1.04000737338e-05,2.01442503567e-07,1.26710365294e-05,1.496508321e-05,1.5675323084e-06,0.000319011771353,0.000142091623275,0.00335208862089
9929,cyU4WC9eeV,No_Glitch,8.82999,5.68197e-23,129.45022,3190.53767,6.75,6132.43852,0.0,0.0,1137027666.66,H1:GDS-CALIB_STRAIN,6.01125611865e-05,6.05731111136e-05,2.95250174531e-06,6.42755730951e-06,0.00032681558514,6.36365768969e-07,2.34104099945e-05,0.000821570807602,0.166006416082,0.000479045062093,0.811446607113,1.89873699128e-05,2.3073362172e-06,1.05126900962e-06,0.000759096932597,1.60731306096e-05,2.21058671741e-05,0.00560283195227,0.000102069316199,0.0142409363762
9930,XyM7dU5i6g,No_Glitch,7.86715,1.72942e-21,18.65103,1819.77174,2.03955,3603.29026,0.0,0.0,1136292723.88,H1:GDS-CALIB_STRAIN,1.69685245055e-06,4.09546373703e-07,8.30683802633e-07,3.85917064705e-06,2.20438087126e-05,6.92980279382e-07,1.08198537419e-05,0.00141763151623,0.184255793691,0.000135115464218,0.811092317104,1.6776522898e-05,4.64905906483e-06,6.2632841491e-07,2.02301744139e-05,6.17387195234e-05,5.83178780289e-06,0.000388957414543,0.000115040355013,0.00244495947845
9931,Iu12uTuWoE,No_Glitch,7.5438,3.26707e-22,1237.99754,1227.09917,0.09766,82.88192,0.0,0.0,1126775996.92,H1:GDS-CALIB_STRAIN,7.0021569627e-06,1.02181156763e-05,1.07795303848e-05,3.38179597748e-05,9.83369773166e-06,5.28339387529e-06,9.33492701733e-05,0.00229637650773,0.140427187085,0.000492173247039,0.810833871365,5.18262422702e-05,4.69837905257e-05,7.31945146981e-06,0.000114219248644,0.000127878389321,1.87375280802e-05,0.00604378897697,0.00222360296175,0.0371457524598
9932,9x40Cvd1Or,No_Glitch,8.84583,5.05305e-22,34.45258,2817.7723,2.25,5571.48824,0.0,0.0,1132795328.62,H1:GDS-CALIB_STRAIN,0.000348070054315,2.32154052355e-05,4.61629360871e-06,7.90329249867e-06,0.000865745882038,1.65795404428e-06,1.48241015268e-05,0.000488232733915,0.0697271451354,0.00187738740351,0.810380041599,3.73027069145e-05,7.39020549645e-07,5.60374431302e-08,0.11365891248,1.22637493405e-05,8.50501237437e-05,0.000195605665795,3.44745467373e-06,0.00226780003868
9933,cY78ubySxK,No_Glitch,8.18177,1.67435e-22,38.592,2646.65612,1.375,5217.9313,0.0,0.0,1132978390.69,H1:GDS-CALIB_STRAIN,8.35552782519e-06,5.38174344911e-06,8.22670472189e-07,1.9577285002e-06,1.46118072735e-05,2.63255401478e-07,3.87090130971e-06,0.000213517618249,0.147490918636,0.000246987532591,0.810120999813,4.13116913478e-06,9.41272082855e-06,2.63308407966e-07,3.80054698326e-05,4.96497086715e-05,2.1965806809e-06,0.000362889608368,0.000203363539185,0.041222397238
9934,2ogFc8rgxZ,No_Glitch,8.45704,9.11689e-23,48.88263,2137.91704,1.0,4180.80697,0.0,0.0,1131300441.56,H1:GDS-CALIB_STRAIN,0.0664954856038,1.29266527438e-05,2.4914066671e-05,0.000116276212793,0.000633255694993,1.01984769572e-05,1.62055403052e-05,0.000171659034095,0.0269884373993,0.00589211750776,0.809707820415,0.00286151492037,0.000925618747715,3.40510086971e-06,0.0661739259958,3.94024755224e-05,0.000287224451313,0.0187071450055,0.000100567762274,0.000831895449664
9935,ztuKEg53cO,No_Glitch,7.54106,4.16833e-23,159.38272,159.55176,1.0625,5.68317,0.0,0.0,1136962236.64,H1:GDS-CALIB_STRAIN,4.1554899326e-06,6.62854017719e-06,2.0028277504e-05,1.11457993626e-05,0.00300226570107,5.38349922863e-06,1.19853375509e-05,0.00054490705952,0.00249346182682,0.00472088297829,0.808821022511,2.85641999653e-05,5.43042824575e-06,0.00013191952894,1.84809741768e-05,0.152874022722,2.27581695071e-05,0.000395436625695,6.63026366965e-05,0.0268151909113
9936,aur31HJ8nv,No_Glitch,7.62837,5.0066e-23,143.63888,122.75551,0.875,55.16987,0.0,0.0,1134466007.45,H1:GDS-CALIB_STRAIN,0.000158991344506,0.000680250814185,0.000112828653073,4.14303030993e-05,0.00153348152526,1.35765021696e-05,0.00015925677144,0.00211555557325,0.118484571576,0.00233359728009,0.807766318321,6.65598927299e-05,0.000156504029292,4.18439012719e-05,0.000587413960602,0.00894459523261,0.000111645371362,0.00242386036552,0.000645033607725,0.0536226667464
9937,yC47bpbH7v,No_Glitch,7.81919,4.51869e-23,130.67999,77.87359,1.25,111.86435,0.0,0.0,1136959863.72,H1:GDS-CALIB_STRAIN,0.000202037481358,0.000457430636743,3.18568017974e-05,4.80749549752e-05,0.0266098454595,2.38776920014e-05,0.000229650438996,0.00241169380024,0.119601383805,0.00902079790831,0.807045161724,0.000188688354683,2.26013617066e-05,2.80337171716e-05,0.0186490081251,0.00177836662624,0.00148623657878,0.000662559003104,0.000284129724605,0.0112185580656
9938,189J57x2aI,No_Glitch,8.32474,8.54994e-20,10.54791,11.04879,1.25,6.87361,0.0,0.0,1136451592.62,H1:GDS-CALIB_STRAIN,0.00126909208484,1.1885507547e-06,1.3672491832e-06,2.27288956012e-06,0.000210025988054,2.95617041957e-07,1.16044511742e-05,0.000439652707428,0.15948176384,0.00181605282705,0.806774139404,4.49755207228e-05,2.29717852562e-06,1.44656047141e-08,0.0296193324029,5.87465547142e-06,1.6117008272e-05,4.04909624194e-05,7.45709996863e-07,0.000262716843281
9939,H0SLnECx8w,No_Glitch,7.89845,2.95493e-21,18.65103,2963.60876,4.0,5897.1549,0.0,0.0,1136633222.12,H1:GDS-CALIB_STRAIN,1.98061070478e-06,1.18421939987e-06,4.69538463221e-07,9.07088860913e-07,7.33467118152e-07,9.36359256798e-08,3.58084503205e-06,0.000203214236535,0.18605235219,0.000223160575842,0.8066624403,1.51113795255e-06,2.9689828807e-05,1.14250831018e-07,5.9210069594e-06,0.000109330379928,5.90991817262e-07,1.85106764548e-05,3.18603742926e-05,0.00665234774351
9940,n3YzAr2PRE,No_Glitch,8.01727,4.47776e-23,133.17468,134.74116,2.1875,7.19819,0.0,0.0,1137024060.72,H1:GDS-CALIB_STRAIN,2.54722544923e-05,3.11330695695e-05,3.0506771509e-05,3.20483923133e-05,0.000583347748034,7.2889920375e-06,8.59283682075e-05,0.00124632916413,0.129885599017,0.00229583843611,0.806408345699,0.000132078828756,4.00324570364e-05,5.47260206076e-05,0.00023089942988,0.00632626423612,7.93461003923e-05,0.00483252899721,0.00131867965683,0.0463535785675
